fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-13,09:15,Levante vs Barcelona,,,SHOTS_ON_TARGET_TOTAL OVER.8.5,SHOTS_ON_TARGET_TOTAL OVER.8.5,SHOTS_ON_TARGET_TOTAL:OVER_8_5,68.1%,0.681100,1.47,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,71.11,71.108000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,Betano,Tarjetas total -2.5,CARDS_TOTALS UNDER.2.5,CARDS_TOTALS:UNDER_2_5,67.7%,0.676700,1.48,,,,,,2.37,0.60,0.603800,0.89,1.60,Sin cuota/EV,EV positivo Betano,Solo modelo,3,93.33,93.329000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,SHOTS_TOTAL OVER.24.5,SHOTS_TOTAL OVER.24.5,SHOTS_TOTAL:OVER_24_5,65.0%,0.649700,1.54,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,67.97,67.973000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Local tarjetas +0.5,CARDS_HOME OVER.0.5,CARDS_HOME:OVER_0_5,63.2%,0.632100,1.58,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,66.21,66.212000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Visita tarjetas +0.5,CARDS_AWAY OVER.0.5,CARDS_AWAY:OVER_0_5,63.2%,0.632100,1.58,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,66.21,66.212000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Corners total -10.5,CORNERS_TOTALS UNDER.10.5,CORNERS_TOTALS:UNDER_10_5,63.0%,0.629800,1.59,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,6,92.98,92.984000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,Betano,Corners total +8.5,CORNERS_TOTALS OVER.8.5,CORNERS_TOTALS:OVER_8_5,62.3%,0.623400,1.60,,,,,,1.75,0.09,0.090900,0.15,1.09,Sin cuota/EV,EV positivo Betano,Solo modelo,6,101.80,101.796000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Local goles +0.5,TEAM_TOTAL_HOME OVER.0.5,TEAM_TOTAL_HOME:OVER_0_5,61.0%,0.610000,1.64,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,77.00,77.000000,,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Visita corners -6.5,CORNERS_AWAY UNDER.6.5,CORNERS_AWAY:UNDER_6_5,58.6%,0.586200,1.71,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,74.62,74.623000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Visita corners +5.5,CORNERS_AWAY OVER.5.5,CORNERS_AWAY:OVER_5_5,57.4%,0.574200,1.74,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,73.42,73.418000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,William Hill,Betano,BTTS sí,BTTS YES,BTTS:YES,57.1%,0.570900,1.75,3.75,1.14,1.140900,2.00,2.14,1.80,0.03,0.027600,0.05,1.03,EV positivo,EV positivo Betano,Valor,8,116.07,116.071000,Cuota API muy superior a la cuota justa: revisar manualmente antes de apostar,Betano mapeado,Media,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,SHOTS_ON_TARGET_TOTAL OVER.9.5,SHOTS_ON_TARGET_TOTAL OVER.9.5,SHOTS_ON_TARGET_TOTAL:OVER_9_5,55.8%,0.557600,1.79,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,58.76,58.761000,,Betano mapeado,Media,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Local corners -3.5,CORNERS_HOME UNDER.3.5,CORNERS_HOME:UNDER_3_5,53.7%,0.536600,1.86,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,69.66,69.663000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,William Hill,Betano,1T +1.5,FIRST_HALF_TOTALS OVER.1.5,FIRST_HALF_TOTALS:OVER_1_5,52.2%,0.522100,1.92,1.75,-0.09,-0.086300,-0.17,0.91,1.85,-0.03,-0.034100,-0.07,0.97,EV negativo,EV negativo Betano,Evitar,5,68.11,68.113000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,Betano,Visita goles +2.5,TEAM_TOTAL_AWAY OVER.2.5,TEAM_TOTAL_AWAY:OVER_2_5,51.6%,0.516400,1.94,,,,,,1.52,-0.22,-0.215100,-0.42,0.78,Sin cuota/EV,EV negativo Betano,Solo modelo,4,72.20,72.196000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,Betano,Corners total -9.5,CORNERS_TOTALS UNDER.9.5,CORNERS_TOTALS:UNDER_9_5,50.6%,0.505600,1.98,,,,,,1.60,-0.19,-0.191000,-0.38,0.81,Sin cuota/EV,EV negativo Betano,Solo modelo,6,85.51,85.507000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL:UNDER_26_5,50.3%,0.503300,1.99,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,53.33,53.328000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,William Hill,Betano,Goles +3.5,TOTALS OVER.3.5,TOTALS:OVER_3_5,50.3%,0.502600,1.99,5.00,1.51,1.513200,3.01,2.51,1.70,-0.15,-0.145600,-0.29,0.85,EV positivo,EV negativo Betano,Valor,1,74.93,74.934000,Cuota API muy superior a la cuota justa: revisar manualmente antes de apostar,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,William Hill,Betano,Goles -3.5,TOTALS UNDER.3.5,TOTALS:UNDER_3_5,49.7%,0.497400,2.01,1.15,-0.43,-0.428000,-0.86,0.57,2.18,0.08,0.084300,0.17,1.08,EV negativo,EV positivo Betano,Evitar,10,82.38,82.380000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,SHOTS_TOTAL OVER.26.5,SHOTS_TOTAL OVER.26.5,SHOTS_TOTAL:OVER_26_5,49.7%,0.496700,2.01,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,52.67,52.672000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,Betano,Corners total +9.5,CORNERS_TOTALS OVER.9.5,CORNERS_TOTALS:OVER_9_5,49.4%,0.494400,2.02,,,,,,2.25,0.11,0.112400,0.23,1.11,Sin cuota/EV,EV positivo Betano,Solo modelo,6,89.23,89.235000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,Betano,Visita goles -2.5,TEAM_TOTAL_AWAY UNDER.2.5,TEAM_TOTAL_AWAY:UNDER_2_5,48.4%,0.483600,2.07,,,,,,2.42,0.17,0.170300,0.35,1.17,Sin cuota/EV,EV positivo Betano,Solo modelo,4,75.09,75.087000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,William Hill,Betano,1T -1.5,FIRST_HALF_TOTALS UNDER.1.5,FIRST_HALF_TOTALS:UNDER_1_5,47.8%,0.477900,2.09,2.00,-0.04,-0.044200,-0.09,0.96,1.93,-0.08,-0.077700,-0.16,0.92,EV negativo,EV negativo Betano,Equilibrado,5,78.75,78.748000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el primer tiempo puede tener ritmo bajo o rotaciones,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,Local corners +3.5,CORNERS_HOME OVER.3.5,CORNERS_HOME:OVER_3_5,46.3%,0.463400,2.16,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,62.34,62.337000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
2026-09-13,09:15,Levante vs Barcelona,,,SHOTS_ON_TARGET_TOTAL UNDER.9.5,SHOTS_ON_TARGET_TOTAL UNDER.9.5,SHOTS_ON_TARGET_TOTAL:UNDER_9_5,44.2%,0.442400,2.26,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,47.24,47.239000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/levante-ud-fc-barcelona/88312139/,torneo actual,torneo actual,4,5.0,5.0,2026-09-06 · La Liga · Malaga 0-0 Levante (E); 2026-08-29 · La Liga · Levante 5-2 Real Betis (G); 2026-08-24 · La Liga · Osasuna 0-0 Levante (E); 2026-08-16 · La Liga · Espanyol 3-0 Levante (P),torneo actual,4,17.0,2.0,2026-09-06 · La Liga · Valencia 0-5 Barcelona (G); 2026-08-31 · La Liga · Barcelona 5-2 Rayo Vallecano (G); 2026-08-27 · La Liga · Barcelona 2-0 Athletic Club (G); 2026-08-23 · La Liga · Elche 0-5 Barcelona (G)
