fecha,hora,partido,bookmaker_api,bookmaker_betano,pick,market_original,key,probabilidad,prob_num,cuota_justa,cuota_api,ev_api,ev_api_num,dif_api_vs_justa,ratio_api_vs_justa,cuota_betano,ev_betano,ev_betano_num,dif_betano_vs_justa,ratio_betano_vs_justa,estado_api,estado_betano,perfil_pick,prioridad_mercado,score,score_num,alerta_valor,cobertura_betano,confianza,fuente,razon,riesgo,betano_url,modelo_base,fuente_local,partidos_local,goles_favor_local,goles_contra_local,ultimos_local,fuente_visita,partidos_visita,goles_favor_visita,goles_contra_visita,ultimos_visita
2026-09-14,11:30,Como vs Parma,,,Local corners -3.5,CORNERS_HOME UNDER.3.5,CORNERS_HOME:UNDER_3_5,15.1%,0.151200,6.61,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,31.12,31.120000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,DNB visita,DRAW_NO_BET AWAY,DRAW_NO_BET:AWAY,14.5%,0.144800,6.91,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,9,59.48,59.476000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita goles +1.5,TEAM_TOTAL_AWAY OVER.1.5,TEAM_TOTAL_AWAY:OVER_1_5,14.4%,0.144300,6.93,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,30.43,30.427000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,Betano,Tarjetas total +3.5,CARDS_TOTALS OVER.3.5,CARDS_TOTALS:OVER_3_5,14.3%,0.142900,7.00,,,,,,2.00,-0.71,-0.714200,-5.00,0.29,Sin cuota/EV,EV negativo Betano,Solo modelo,3,20.29,20.288000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local goles -0.5,TEAM_TOTAL_HOME UNDER.0.5,TEAM_TOTAL_HOME:UNDER_0_5,13.8%,0.138300,7.23,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,29.83,29.829000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,William Hill,Betano,Gana visita,1X2 AWAY,1X2:AWAY,11.6%,0.115800,8.64,4.40,-0.49,-0.490700,-4.24,0.51,15.00,0.74,0.737000,6.36,1.74,EV negativo,EV positivo Betano,Evitar,7,38.54,38.536000,Cuota por debajo de la cuota justa: valor limitado,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita corners +5.5,CORNERS_AWAY OVER.5.5,CORNERS_AWAY:OVER_5_5,10.2%,0.101700,9.84,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,26.17,26.168000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL UNDER.22.5,SHOTS_TOTAL UNDER.22.5,SHOTS_TOTAL:UNDER_22_5,9.4%,0.094500,10.58,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,12.45,12.453000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita tarjetas +3.5,CARDS_AWAY OVER.3.5,CARDS_AWAY:OVER_3_5,8.8%,0.088300,11.32,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,11.83,11.832000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,Betano,Tarjetas total +4.5,CARDS_TOTALS OVER.4.5,CARDS_TOTALS:OVER_4_5,5.3%,0.052700,18.99,,,,,,3.00,-0.84,-0.841900,-15.99,0.16,Sin cuota/EV,EV negativo Betano,Solo modelo,3,11.27,11.265000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local tarjetas +1.5,CARDS_HOME OVER.1.5,CARDS_HOME:OVER_1_5,4.5%,0.044500,22.45,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,7.46,7.455000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita corners +6.5,CORNERS_AWAY OVER.6.5,CORNERS_AWAY:OVER_6_5,4.3%,0.042600,23.45,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,20.26,20.264000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL UNDER.20.5,SHOTS_TOTAL UNDER.20.5,SHOTS_TOTAL:UNDER_20_5,4.3%,0.042600,23.49,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,7.26,7.257000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Visita goles +2.5,TEAM_TOTAL_AWAY OVER.2.5,TEAM_TOTAL_AWAY:OVER_2_5,3.0%,0.030200,33.11,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,19.02,19.021000,,Betano mapeado,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Tarjetas total +5.5,CARDS_TOTALS OVER.5.5,CARDS_TOTALS:OVER_5_5,1.7%,0.016600,60.37,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,9.66,9.656000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,SHOTS_TOTAL UNDER.18.5,SHOTS_TOTAL UNDER.18.5,SHOTS_TOTAL:UNDER_18_5,1.6%,0.016100,62.25,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,4.61,4.606000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local tarjetas +2.5,CARDS_HOME OVER.2.5,CARDS_HOME:OVER_2_5,0.5%,0.004800,208.14,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,3.48,3.480000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Tarjetas total +6.5,CARDS_TOTALS OVER.6.5,CARDS_TOTALS:OVER_6_5,0.4%,0.004500,220.56,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,8.45,8.453000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Como vs Parma,,,Local tarjetas +3.5,CARDS_HOME OVER.3.5,CARDS_HOME:OVER_3_5,0.0%,0.000400,2543.76,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,3.04,3.039000,,Betano mapeado,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/como-1907-parma-calcio-1913/91542722/,torneo actual,torneo actual,3,7.0,3.0,2026-09-04 · Serie A · Genoa 1-4 Como (G); 2026-08-30 · Serie A · Napoli 1-2 Como (G); 2026-08-22 · Serie A · Udinese 1-1 Como (E),torneo actual,3,1.0,4.0,2026-09-06 · Serie A · Parma 1-1 Monza (E); 2026-08-29 · Serie A · Juventus 2-0 Parma (P); 2026-08-22 · Serie A · Parma 0-1 Cagliari (P)
2026-09-14,11:30,Torino vs AS Roma,,,Local tarjetas -3.5,CARDS_HOME UNDER.3.5,CARDS_HOME:UNDER_3_5,100.0%,0.999600,1.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,102.96,102.961000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,Tarjetas total -6.5,CARDS_TOTALS UNDER.6.5,CARDS_TOTALS:UNDER_6_5,100.0%,0.999500,1.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,3,107.95,107.953000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,Betano,Tarjetas total -5.5,CARDS_TOTALS UNDER.5.5,CARDS_TOTALS:UNDER_5_5,99.8%,0.997500,1.00,,,,,,1.33,0.33,0.326700,0.33,1.33,Sin cuota/EV,EV positivo Betano,Solo modelo,3,120.97,120.975000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,Local tarjetas -2.5,CARDS_HOME UNDER.2.5,CARDS_HOME:UNDER_2_5,99.5%,0.995200,1.00,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,102.52,102.520000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,Betano,Tarjetas total -4.5,CARDS_TOTALS UNDER.4.5,CARDS_TOTALS:UNDER_4_5,98.8%,0.988200,1.01,,,,,,1.62,0.60,0.600900,0.61,1.60,Sin cuota/EV,EV positivo Betano,Solo modelo,3,124.44,124.437000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,Visita tarjetas -3.5,CARDS_AWAY UNDER.3.5,CARDS_AWAY:UNDER_3_5,98.1%,0.981000,1.02,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,101.10,101.101000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,Local corners -6.5,CORNERS_HOME UNDER.6.5,CORNERS_HOME:UNDER_6_5,98.1%,0.980600,1.02,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,114.06,114.062000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL OVER.18.5,SHOTS_TOTAL:OVER_18_5,97.4%,0.973800,1.03,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,100.38,100.380000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,Local tarjetas -1.5,CARDS_HOME UNDER.1.5,CARDS_HOME:UNDER_1_5,95.5%,0.955500,1.05,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,2,98.55,98.545000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,Betano,Tarjetas total -3.5,CARDS_TOTALS UNDER.3.5,CARDS_TOTALS:UNDER_3_5,95.3%,0.953500,1.05,,,,,,2.22,1.12,1.116800,1.17,2.12,Sin cuota/EV,EV positivo Betano,Solo modelo,3,129.22,129.223000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
2026-09-14,11:30,Torino vs AS Roma,,,Local corners -5.5,CORNERS_HOME UNDER.5.5,CORNERS_HOME:UNDER_5_5,94.6%,0.945900,1.06,,,,,,,,,,,Sin cuota/EV,No encontrado en Betano,Solo modelo,4,110.59,110.592000,,Betano mapeado,Alta,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano,https://www.betano.pe/cuotas-de-partido/torino-fc-as-roma/91542708/,torneo actual,torneo actual,3,4.0,5.0,2026-09-05 · Serie A · Fiorentina 1-2 Torino (G); 2026-08-29 · Serie A · Sassuolo 2-1 Torino (P); 2026-08-23 · Serie A · Torino 1-2 AC Milan (P),torneo actual,3,10.0,1.0,2026-09-05 · Serie A · AS Roma 2-1 Atalanta (G); 2026-08-31 · Serie A · Lecce 0-4 AS Roma (G); 2026-08-24 · Serie A · AS Roma 4-0 Fiorentina (G)
