fecha,hora,partido,bookmaker,pick,market_original,probabilidad,prob_num,cuota,ev,ev_num,estado,confianza,fuente,razon,riesgo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Local tarjetas +3.5,Local tarjetas +3.5,24.2%,0.242400,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Tarjetas total -2.5,CARDS_TOTALS UNDER.2.5,23.8%,0.238100,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Visita tarjetas -0.5,Visita tarjetas -0.5,22.3%,0.223100,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Corners total +11.5,CORNERS_TOTALS OVER.11.5,22.2%,0.221900,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Tarjetas total +5.5,CARDS_TOTALS OVER.5.5,21.5%,0.214900,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,SHOTS_TOTAL UNDER.26.5,SHOTS_TOTAL UNDER.26.5,21.2%,0.212400,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,TEAM_TOTAL_HOME OVER.1.5,TEAM_TOTAL_HOME OVER.1.5,19.5%,0.194700,,,,Sin cuota/EV,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Visita tarjetas +2.5,Visita tarjetas +2.5,19.1%,0.191200,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,depende mucho del arbitro y del contexto competitivo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Goles -1.5,TOTALS UNDER.1.5,19.1%,0.190900,2.05,-0.61,-0.608600,EV negativo,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,un gol temprano o baja eficacia puede cambiar la lectura del mercado
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,SHOTS_ON_TARGET_TOTAL UNDER.8.5,SHOTS_ON_TARGET_TOTAL UNDER.8.5,19.1%,0.190600,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,1X2 DRAW,1X2 DRAW,18.0%,0.180200,2.00,-0.64,-0.639500,EV negativo,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Visita corners -3.5,CORNERS_AWAY UNDER.3.5,17.5%,0.174900,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,DNB local,DRAW_NO_BET HOME,14.6%,0.146200,7.00,0.02,0.023700,EV positivo,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Local corners +5.5,CORNERS_HOME OVER.5.5,14.2%,0.142400,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,Gana local,1X2 HOME,12.0%,0.119900,12.00,0.44,0.438600,EV positivo,Baja,torneo actual,usa Poisson base con estadisticas de goles del torneo,riesgo propio del resultado final y variacion del modelo
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,SHOTS_TOTAL UNDER.24.5,SHOTS_TOTAL UNDER.24.5,11.9%,0.118800,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
2026-06-25,15:00,Curaçao vs Ivory Coast,10Bet,SHOTS_ON_TARGET_TOTAL UNDER.7.5,SHOTS_ON_TARGET_TOTAL UNDER.7.5,11.4%,0.113700,,,,Sin cuota/EV,Baja,contexto premium torneo actual,usa promedios del contexto premium/API-Football,el volumen ofensivo puede variar por planteamiento y marcador temprano
